Espece;DHPcm;QualiteABCD;eco
ERS;76;B;4E
ERS;76;B;4O_b
ERS;76;B;4O_c
ERS;76;C;2O
ERS;76;C;3O_a
ERS;76;C;3O_b
ERS;76;C;4E
ERS;76;C;4O_b
ERS;76;C;4O_c
ERS;76;D;2O
ERS;76;D;3O_a
ERS;76;D;3O_b
ERS;76;D;4E
ERS;76;D;4O_b
ERS;76;D;4O_c
ERS;78;A;2O
ERS;78;A;3O_a
ERS;78;A;3O_b
ERS;78;A;4E
ERS;78;A;4O_b
ERS;78;A;4O_c
ERS;78;B;2O
ERS;78;B;3O_a
ERS;78;B;3O_b
ERS;78;B;4E
ERS;78;B;4O_b
ERS;78;B;4O_c
ERS;78;C;2O
ERS;78;C;3O_a
ERS;78;C;3O_b
ERS;78;C;4E
ERS;78;C;4O_b
ERS;78;C;4O_c
ERS;78;D;2O
ERS;78;D;3O_a
ERS;78;D;3O_b
ERS;78;D;4E
ERS;78;D;4O_b
ERS;78;D;4O_c
ERS;80;A;2O
ERS;80;A;3O_a
ERS;80;A;3O_b
ERS;80;A;4E
ERS;80;A;4O_b
ERS;80;A;4O_c
ERS;80;B;2O
ERS;80;B;3O_a
ERS;80;B;3O_b
ERS;80;B;4E
ERS;80;B;4O_b
ERS;80;B;4O_c
ERS;80;C;2O
ERS;80;C;3O_a
ERS;80;C;3O_b
ERS;80;C;4E
ERS;80;C;4O_b
ERS;80;C;4O_c
ERS;80;D;2O
ERS;80;D;3O_a
ERS;80;D;3O_b
ERS;80;D;4E
ERS;80;D;4O_b
ERS;80;D;4O_c
ERS;82;A;2O
ERS;82;A;3O_a
ERS;82;A;3O_b
ERS;82;A;4E
ERS;82;A;4O_b
ERS;82;A;4O_c
ERS;82;B;2O
ERS;82;B;3O_a
ERS;82;B;3O_b
ERS;82;B;4E
ERS;82;B;4O_b
ERS;82;B;4O_c
ERS;82;C;2O
ERS;82;C;3O_a
ERS;82;C;3O_b
ERS;82;C;4E
ERS;82;C;4O_b
ERS;82;C;4O_c
ERS;82;D;2O
ERS;82;D;3O_a
ERS;82;D;3O_b
ERS;82;D;4E
ERS;82;D;4O_b
ERS;82;D;4O_c
ERS;84;A;2O
ERS;84;A;3O_a
ERS;84;A;3O_b
ERS;84;A;4E
ERS;84;A;4O_b
ERS;84;A;4O_c
ERS;84;B;2O
ERS;84;B;3O_a
ERS;84;B;3O_b
ERS;84;B;4E
ERS;84;B;4O_b
ERS;84;B;4O_c
ERS;84;C;2O
ERS;84;C;3O_a
ERS;84;C;3O_b
ERS;84;C;4E
ERS;84;C;4O_b
ERS;84;C;4O_c
ERS;84;D;2O
ERS;84;D;3O_a
ERS;84;D;3O_b
ERS;84;D;4E
ERS;84;D;4O_b
ERS;84;D;4O_c
ERS;86;A;2O
ERS;86;A;3O_a
ERS;86;A;3O_b
ERS;86;A;4E
ERS;86;A;4O_b
ERS;86;A;4O_c
ERS;86;B;2O
ERS;86;B;3O_a
ERS;86;B;3O_b
ERS;86;B;4E
ERS;86;B;4O_b
ERS;86;B;4O_c
ERS;86;C;2O
ERS;86;C;3O_a
ERS;86;C;3O_b
ERS;86;C;4E
ERS;86;C;4O_b
ERS;86;C;4O_c
ERS;86;D;2O
ERS;86;D;3O_a
ERS;86;D;3O_b
ERS;86;D;4E
ERS;86;D;4O_b
ERS;86;D;4O_c
ERS;88;A;2O
ERS;88;A;3O_a
ERS;88;A;3O_b
ERS;88;A;4E
ERS;88;A;4O_b
ERS;88;A;4O_c
ERS;88;B;2O
ERS;88;B;3O_a
ERS;88;B;3O_b
ERS;88;B;4E
ERS;88;B;4O_b
ERS;88;B;4O_c
ERS;88;C;2O
ERS;88;C;3O_a
ERS;88;C;3O_b
ERS;88;C;4E
ERS;88;C;4O_b
ERS;88;C;4O_c
ERS;88;D;2O
ERS;88;D;3O_a
ERS;88;D;3O_b
ERS;88;D;4E
ERS;88;D;4O_b
ERS;88;D;4O_c
ERS;90;A;2O
ERS;90;A;3O_a
ERS;90;A;3O_b
ERS;90;A;4E
ERS;90;A;4O_b
ERS;90;A;4O_c
ERS;90;B;2O
ERS;90;B;3O_a
ERS;90;B;3O_b
ERS;90;B;4E
ERS;90;B;4O_b
ERS;90;B;4O_c
ERS;90;C;2O
ERS;90;C;3O_a
ERS;90;C;3O_b
ERS;90;C;4E
ERS;90;C;4O_b
ERS;90;C;4O_c
ERS;90;D;2O
ERS;90;D;3O_a
ERS;90;D;3O_b
ERS;90;D;4E
ERS;90;D;4O_b
ERS;90;D;4O_c
ERS;92;A;2O
ERS;92;A;3O_a
ERS;92;A;3O_b
ERS;92;A;4E
ERS;92;A;4O_b
ERS;92;A;4O_c
ERS;92;B;2O
ERS;92;B;3O_a
ERS;92;B;3O_b
ERS;92;B;4E
ERS;92;B;4O_b
ERS;92;B;4O_c
ERS;92;C;2O
ERS;92;C;3O_a
ERS;92;C;3O_b
ERS;92;C;4E
ERS;92;C;4O_b
ERS;92;C;4O_c
ERS;92;D;2O
ERS;92;D;3O_a
ERS;92;D;3O_b
ERS;92;D;4E
ERS;92;D;4O_b
ERS;92;D;4O_c
ERS;94;A;2O
ERS;94;A;3O_a
ERS;94;A;3O_b
ERS;94;A;4E
ERS;94;A;4O_b
ERS;94;A;4O_c
ERS;94;B;2O
ERS;94;B;3O_a
ERS;94;B;3O_b
ERS;94;B;4E
ERS;94;B;4O_b
ERS;94;B;4O_c
ERS;94;C;2O
ERS;94;C;3O_a
ERS;94;C;3O_b
ERS;94;C;4E
ERS;94;C;4O_b
ERS;94;C;4O_c
ERS;94;D;2O
ERS;94;D;3O_a
ERS;94;D;3O_b
ERS;94;D;4E
ERS;94;D;4O_b
ERS;94;D;4O_c
ERS;96;A;2O
ERS;96;A;3O_a
ERS;96;A;3O_b
ERS;96;A;4E
ERS;96;A;4O_b
ERS;96;A;4O_c
ERS;96;B;2O
ERS;96;B;3O_a
ERS;96;B;3O_b
ERS;96;B;4E
ERS;96;B;4O_b
ERS;96;B;4O_c
ERS;96;C;2O
ERS;96;C;3O_a
ERS;96;C;3O_b
ERS;96;C;4E
ERS;96;C;4O_b
ERS;96;C;4O_c
ERS;96;D;2O
ERS;96;D;3O_a
ERS;96;D;3O_b
ERS;96;D;4E
ERS;96;D;4O_b
ERS;96;D;4O_c
ERS;98;A;2O
ERS;98;A;3O_a
ERS;98;A;3O_b
ERS;98;A;4E
ERS;98;A;4O_b
ERS;98;A;4O_c
ERS;98;B;2O
ERS;98;B;3O_a
ERS;98;B;3O_b
ERS;98;B;4E
ERS;98;B;4O_b
ERS;98;B;4O_c
ERS;98;C;2O
ERS;98;C;3O_a
ERS;98;C;3O_b
ERS;98;C;4E
ERS;98;C;4O_b
ERS;98;C;4O_c
ERS;98;D;2O
ERS;98;D;3O_a
ERS;98;D;3O_b
ERS;98;D;4E
ERS;98;D;4O_b
ERS;98;D;4O_c
ERS;100;A;2O
ERS;100;A;3O_a
ERS;100;A;3O_b
ERS;100;A;4E
ERS;100;A;4O_b
ERS;100;A;4O_c
ERS;100;B;2O
ERS;100;B;3O_a
ERS;100;B;3O_b
ERS;100;B;4E
ERS;100;B;4O_b
ERS;100;B;4O_c
ERS;100;C;2O
ERS;100;C;3O_a
ERS;100;C;3O_b
ERS;100;C;4E
ERS;100;C;4O_b
ERS;100;C;4O_c
ERS;100;D;2O
ERS;100;D;3O_a
ERS;100;D;3O_b
ERS;100;D;4E
ERS;100;D;4O_b
ERS;100;D;4O_c
