VegPotID;SubModuleID;ParameterEstimate
1;1;-1.78E-05
1;1;7.19E-06
1;1;-0.001728294
1;1;-2.32E-05
1;1;-0.000119302
1;1;-0.000115485
1;1;-9.75E-05
1;1;-1.84E-05
1;1;0.005853254
1;1;-8.98E-05
1;1;2.85E-05
1;1;-0.003299965
1;1;-2.00E-06
1;1;4.34E-06
1;1;-1.69E-06
1;1;-2.74E-05
1;1;-1.89E-05
1;1;0.003292847
1;1;2.08E-05
1;1;-3.46E-06
1;1;1.39E-07
1;1;-0.010562562
1;1;0.010512976
1;1;0.017263113
1;1;0.000150341
1;1;-4.25E-05
1;1;-7.48E-05
1;1;-0.000124798
1;1;-3.22E-06
1;1;-0.020729172
1;1;-0.000153342
1;1;-0.000142932
1;1;4.14E-05
1;1;0.005785334
1;1;-0.000186589
1;1;6.37E-05
1;1;2.14E-05
1;1;4.02E-07
1;1;-0.006785719
1;1;5.40E-05
1;1;2.80E-05
1;1;1.01E-05
1;1;0.003352256
1;1;6.01E-05
1;1;2.64E-06
1;1;-3.16E-08
1;1;-0.010598633
1;1;0.010527223
1;1;0.01064631
1;1;0.039697678
1;1;-3.06E-07
1;1;-2.18E-05
1;1;1.42E-05
1;1;-9.92E-05
1;1;-4.21E-05
1;1;-0.000102281
1;1;-0.000929951
1;1;-0.000105848
1;1;-4.59E-05
1;1;0.005865817
1;1;-0.000132543
1;1;1.52E-05
1;1;-4.49E-05
1;1;2.17E-05
1;1;-9.67E-06
1;1;-0.00092376
1;1;-3.29E-05
1;1;-3.75E-05
1;1;0.003254593
1;1;1.99E-05
1;1;9.69E-06
1;1;-4.85E-08
1;1;-0.010522003
1;1;0.010520508
1;1;0.010608804
1;1;0.010605108
1;1;0.012631244
1;1;-0.000257998
1;1;-1.13E-05
1;1;-0.000123963
1;1;-0.000112212
1;1;-5.01E-05
1;1;-0.000135702
1;1;-8.71E-05
1;1;-0.007030483
1;1;-9.50E-05
1;1;0.005919763
1;1;-0.000284506
1;1;9.44E-05
1;1;-7.11E-05
1;1;2.13E-05
1;1;-1.74E-05
1;1;-4.71E-05
1;1;-0.016337766
1;1;-8.37E-05
1;1;0.003224174
1;1;6.30E-05
1;1;4.03E-06
1;1;6.31E-08
1;1;-0.010556973
1;1;0.010310992
1;1;0.010654429
1;1;0.010638487
1;1;0.010644948
1;1;0.043056205
1;1;0.00049935
1;1;-2.56E-06
1;1;-3.00E-05
1;1;-1.28E-05
1;1;1.68E-05
1;1;6.52E-06
1;1;-7.73E-06
1;1;9.54E-08
1;1;-0.004519015
1;1;0.005936175
1;1;-2.11E-05
1;1;1.10E-05
1;1;4.66E-05
1;1;-7.33E-06
1;1;-5.28E-06
1;1;4.98E-05
1;1;1.85E-05
1;1;-0.009371935
1;1;0.003352324
1;1;1.99E-05
1;1;-7.75E-06
1;1;7.06E-08
1;1;-0.010638971
1;1;0.010606856
1;1;0.010586973
1;1;0.010639196
1;1;0.010564371
1;1;0.010611814
1;1;0.028244839
1;1;-0.00010946
1;1;-2.98E-05
1;1;-0.00010891
1;1;-3.76E-05
1;1;6.72E-06
1;1;-2.53E-05
1;1;-6.95E-05
1;1;-0.000126836
1;1;-3.07E-05
1;1;-5.94E-05
1;1;-0.000228048
1;1;2.20E-05
1;1;-5.87E-06
1;1;1.82E-05
1;1;2.16E-05
1;1;-5.79E-06
1;1;-2.95E-05
1;1;3.24E-05
1;1;2.77E-06
1;1;5.81E-05
1;1;1.60E-06
1;1;1.92E-08
1;1;8.57E-06
1;1;3.01E-05
1;1;5.85E-07
1;1;2.07E-05
1;1;2.98E-05
1;1;6.16E-05
1;1;-4.24E-05
1;1;0.001886034
1;1;-0.001789556
1;1;2.43E-05
1;1;-0.000292926
1;1;-7.55E-06
1;1;-8.91E-06
1;1;-7.66E-05
1;1;-0.0001079
1;1;-0.000284628
1;1;1.55E-05
1;1;-0.000219669
1;1;-0.000365334
1;1;-1.22E-06
1;1;-3.08E-05
1;1;1.33E-05
1;1;-4.90E-05
1;1;-7.98E-05
1;1;-6.65E-05
1;1;-7.72E-05
1;1;-6.48E-05
1;1;7.17E-06
1;1;-8.89E-07
1;1;1.98E-08
1;1;6.96E-05
1;1;-4.28E-05
1;1;-4.99E-05
1;1;-1.35E-05
1;1;-3.38E-05
1;1;2.03E-05
1;1;-2.83E-05
1;1;-5.96E-05
1;1;0.000800862
1;1;-0.01313503
1;1;6.00E-05
1;1;-0.000329684
1;1;0.000239647
1;1;4.58E-05
1;1;0.000311479
1;1;0.000410367
1;1;0.000232984
1;1;-1.62E-05
1;1;0.000528383
1;1;0.000218749
1;1;-0.000141871
1;1;-3.46E-05
1;1;-0.000150392
1;1;-5.04E-05
1;1;2.93E-05
1;1;-6.72E-05
1;1;-1.57E-05
1;1;-5.13E-05
1;1;-0.000206077
1;1;-2.84E-06
1;1;2.99E-08
1;1;-0.000211792
1;1;0.000798008
1;1;5.74E-05
1;1;-8.56E-06
1;1;3.22E-05
1;1;0.000205526
1;1;0.000212906
1;1;-0.000247434
1;1;-0.000365677
1;1;0.015157957
1;1;-0.01502289
1;1;6.51E-05
1;1;0.000311086
1;1;0.00017297
1;1;7.56E-05
1;1;0.000238227
1;1;0.00030981
1;1;0.000202069
1;1;1.51E-05
1;1;0.000500242
1;1;0.000238455
1;1;-5.20E-05
1;1;6.32E-05
1;1;-0.000101852
1;1;8.24E-05
1;1;0.00013201
1;1;1.23E-05
1;1;-1.05E-05
1;1;4.76E-05
1;1;-5.23E-05
1;1;-3.84E-06
1;1;3.87E-08
1;1;-0.000304758
1;1;0.000175155
1;1;9.08E-05
1;1;4.47E-05
1;1;3.93E-05
1;1;0.00018275
1;1;0.000233056
1;1;-0.00012294
1;1;-0.000546364
1;1;0.014303404
1;1;0.015234866
1;1;-0.003710235
1;1;1.93E-05
1;1;8.21E-05
1;1;-4.29E-05
1;1;-1.68E-05
1;1;-4.01E-05
1;1;-9.33E-07
1;1;1.45E-05
1;1;-1.39E-05
1;1;3.22E-05
1;1;0.00016233
1;1;-2.00E-05
1;1;-4.57E-06
1;1;-1.25E-05
1;1;2.32E-06
1;1;1.13E-05
1;1;4.17E-05
1;1;-2.74E-05
1;1;-3.68E-05
1;1;-7.21E-05
1;1;3.27E-06
1;1;-3.31E-08
1;1;6.08E-06
1;1;2.24E-06
1;1;2.74E-06
1;1;-7.17E-06
1;1;-2.15E-05
1;1;-3.90E-05
1;1;-1.25E-05
1;1;-0.000947349
1;1;6.85E-05
1;1;0.000782437
1;1;0.001091927
1;1;0.002432926
1;1;-0.036933578
1;1;2.49E-05
1;1;6.32E-05
1;1;-2.53E-05
1;1;6.00E-05
1;1;-0.000107192
1;1;-8.07E-05
1;1;-9.83E-06
1;1;5.22E-05
1;1;-0.000221196
1;1;0.000396061
1;1;4.01E-05
1;1;-2.72E-05
1;1;-7.10E-05
1;1;2.03E-05
1;1;-2.95E-06
1;1;-8.16E-05
1;1;4.60E-05
1;1;-8.20E-05
1;1;-0.000142585
1;1;1.84E-06
1;1;-4.37E-08
1;1;8.80E-05
1;1;-0.000136566
1;1;-4.50E-05
1;1;-3.28E-05
1;1;-4.03E-05
1;1;-3.79E-05
1;1;-0.00028143
1;1;-0.000236886
1;1;-0.000122861
1;1;-9.71E-05
1;1;0.001198016
1;1;0.001516168
1;1;0.022610784
1;2;0.032732215
1;2;-0.00014154
1;2;9.82E-06
1;2;1.74E-07
1;2;-2.34E-08
1;2;5.98E-10
1;2;-0.021652992
1;2;0.000140318
1;2;-2.25E-08
1;2;0.316344857
1;2;-0.020946061
1;2;0.000127414
1;2;3.09E-07
1;2;0.020883071
1;2;0.023455805
1;2;-0.020797915
1;2;0.000132233
1;2;1.22E-07
1;2;0.020587189
1;2;0.021212068
1;2;0.037569627
1;2;-0.02079904
1;2;0.000132534
1;2;1.87E-07
1;2;0.020666958
1;2;0.021324063
1;2;0.021220795
1;2;0.029076385
1;2;-0.021129533
1;2;0.000132552
1;2;2.12E-07
1;2;0.021068447
1;2;0.021342908
1;2;0.021055605
1;2;0.021129976
1;2;0.021849856
1;2;-0.0217743
1;2;0.000130221
1;2;2.54E-07
1;2;0.022743961
1;2;0.02143516
1;2;0.02097999
1;2;0.021136482
1;2;0.021503686
1;2;0.308559941
1;2;-0.020754996
1;2;0.000132163
1;2;2.09E-07
1;2;0.020597079
1;2;0.02130342
1;2;0.021217652
1;2;0.021311856
1;2;0.021123632
1;2;0.021052925
1;2;0.110529168
1;2;-0.021485902
1;2;0.000134618
1;2;1.40E-07
1;2;0.021869363
1;2;0.021054954
1;2;0.020766213
1;2;0.020817299
1;2;0.021272552
1;2;0.02218836
1;2;0.020770498
1;2;0.02515896
1;2;-0.001796169
1;2;0.000121639
1;2;3.23E-07
1;2;0.002138326
1;2;0.00227475
1;2;0.002155366
1;2;0.002187492
1;2;0.00223334
1;2;0.002204362
1;2;0.002214492
1;2;0.002186574
1;2;0.010069637
1;2;0.000136489
1;2;-8.87E-06
1;2;2.02E-09
1;2;-0.001253424
1;2;-0.000137965
1;2;-0.000135774
1;2;-0.000139174
1;2;-0.000140239
1;2;-0.000143782
1;2;-0.00013944
1;2;-0.000140427
1;2;-0.000135581
1;2;0.000109055
1;2;0.000131044
1;2;-8.23E-06
1;2;-1.56E-08
1;2;-0.000140143
1;2;-0.000172491
1;2;-0.000140526
1;2;-0.000145268
1;2;-0.000146166
1;2;-0.000148302
1;2;-0.0001457
1;2;-0.000144473
1;2;-0.000141864
1;2;8.71E-06
1;2;1.00E-05
1;2;0.000131571
1;2;-8.43E-06
1;2;-6.81E-09
1;2;-0.000135754
1;2;-0.000141155
1;2;-0.00030366
1;2;-0.000140526
1;2;-0.000140097
1;2;-0.000139976
1;2;-0.00014016
1;2;-0.000138485
1;2;-0.000135895
1;2;8.59E-06
1;2;8.85E-06
1;2;1.64E-05
1;2;0.000133329
1;2;-8.47E-06
1;2;-9.23E-09
1;2;-0.000139845
1;2;-0.000145256
1;2;-0.000140109
1;2;-0.000245054
1;2;-0.000144376
1;2;-0.00014456
1;2;-0.000144813
1;2;-0.000142661
1;2;-0.000137113
1;2;8.75E-06
1;2;9.05E-06
1;2;8.80E-06
1;2;1.33E-05
1;2;0.00013159
1;2;-8.43E-06
1;2;-1.17E-08
1;2;-0.00013947
1;2;-0.000146341
1;2;-0.000139858
1;2;-0.000144682
1;2;-0.000151958
1;2;-0.000145068
1;2;-0.000145036
1;2;-0.000143063
1;2;-0.000140035
1;2;8.80E-06
1;2;9.14E-06
1;2;8.82E-06
1;2;9.02E-06
1;2;9.39E-06
1;2;0.00013106
1;2;-8.39E-06
1;2;-1.24E-08
1;2;-0.000142062
1;2;-0.000146209
1;2;-0.000139376
1;2;-0.000144269
1;2;-0.000145605
1;2;-0.00026958
1;2;-0.000145326
1;2;-0.00014348
1;2;-0.00013804
1;2;8.98E-06
1;2;9.15E-06
1;2;8.81E-06
1;2;9.02E-06
1;2;9.12E-06
1;2;1.56E-05
1;2;0.000131976
1;2;-8.46E-06
1;2;-1.00E-08
1;2;-0.000139355
1;2;-0.000144289
1;2;-0.000139035
1;2;-0.000143599
1;2;-0.000143764
1;2;-0.000144859
1;2;-0.000343738
1;2;-0.000142188
1;2;-0.000138051
1;2;8.77E-06
1;2;9.06E-06
1;2;8.78E-06
1;2;8.99E-06
1;2;9.03E-06
1;2;9.07E-06
1;2;1.94E-05
1;2;0.00013448
1;2;-8.56E-06
1;2;-7.85E-09
1;2;-0.000137611
1;2;-0.000144106
1;2;-0.000138653
1;2;-0.000142723
1;2;-0.000144058
1;2;-0.000144472
1;2;-0.000143228
1;2;-0.000173125
1;2;-0.000137795
1;2;8.84E-06
1;2;9.03E-06
1;2;8.76E-06
1;2;8.94E-06
1;2;9.03E-06
1;2;9.02E-06
1;2;8.96E-06
1;2;1.05E-05
1;2;0.000130496
1;2;-8.29E-06
1;2;-1.54E-08
1;2;-0.000138976
1;2;-0.00014744
1;2;-0.000140327
1;2;-0.00014501
1;2;-0.000146224
1;2;-0.000147018
1;2;-0.000145472
1;2;-0.000143564
1;2;-0.000297889
1;2;8.75E-06
1;2;9.24E-06
1;2;8.88E-06
1;2;9.08E-06
1;2;9.18E-06
1;2;9.20E-06
1;2;9.09E-06
1;2;9.06E-06
1;2;1.42E-05
1;2;-2.28E-05
1;2;-5.81E-07
1;2;2.19E-10
1;2;2.72E-05
1;2;1.73E-05
1;2;1.01E-05
1;2;1.18E-05
1;2;1.45E-05
1;2;2.48E-05
1;2;2.42E-05
1;2;2.91E-05
1;2;-5.97E-06
1;2;-1.07E-07
1;2;1.08E-07
1;2;6.05E-07
1;2;-1.13E-07
1;2;9.15E-08
1;2;2.61E-07
1;2;-2.76E-07
1;2;-2.07E-07
1;2;5.67E-07
1;2;5.74E-05
1;2;2.01E-06
1;2;1.09E-06
1;2;-1.98E-08
1;2;-7.36E-05
1;2;-4.57E-05
1;2;-1.23E-05
1;2;-5.29E-05
1;2;-4.73E-05
1;2;-4.24E-05
1;2;-3.57E-05
1;2;-5.64E-05
1;2;-1.05E-05
1;2;8.40E-08
1;2;9.09E-07
1;2;-8.03E-08
1;2;9.32E-07
1;2;1.07E-06
1;2;9.48E-07
1;2;4.28E-07
1;2;6.73E-07
1;2;1.77E-07
1;2;-2.87E-05
1;2;7.75E-05
1;2;-9.08E-05
1;2;1.15E-07
1;2;-1.87E-09
1;2;1.23E-06
1;2;-3.44E-07
1;2;7.69E-07
1;2;-2.44E-07
1;2;-1.16E-07
1;2;-4.81E-07
1;2;2.87E-07
1;2;-1.05E-07
1;2;-5.87E-06
1;2;8.28E-08
1;2;9.10E-09
1;2;-4.14E-08
1;2;3.44E-09
1;2;-2.33E-09
1;2;6.02E-08
1;2;-2.14E-08
1;2;3.16E-08
1;2;-1.67E-08
1;2;7.80E-08
1;2;-2.64E-08
1;2;4.58E-06
1;2;-0.002321941
1;2;-2.38E-06
1;2;7.78E-09
1;2;-4.40E-05
1;2;-2.46E-05
1;2;-1.68E-05
1;2;-1.42E-05
1;2;-2.79E-05
1;2;-2.65E-05
1;2;-3.60E-05
1;2;-1.66E-05
1;2;-4.45E-05
1;2;3.53E-06
1;2;1.74E-06
1;2;1.34E-06
1;2;1.24E-06
1;2;1.83E-06
1;2;2.07E-06
1;2;2.26E-06
1;2;1.39E-06
1;2;1.90E-06
1;2;1.97E-06
1;2;7.13E-07
1;2;7.38E-06
1;2;0.001331475
1;2;-0.000394492
1;2;-2.26E-06
1;2;2.30E-08
1;2;3.36E-05
1;2;-7.56E-07
1;2;-1.02E-05
1;2;-8.39E-06
1;2;-9.00E-06
1;2;5.91E-06
1;2;-5.68E-06
1;2;6.23E-06
1;2;-2.62E-05
1;2;-2.86E-06
1;2;4.91E-07
1;2;7.98E-07
1;2;7.67E-07
1;2;7.37E-07
1;2;3.92E-07
1;2;5.77E-07
1;2;1.55E-07
1;2;7.05E-07
1;2;1.74E-07
1;2;-9.33E-07
1;2;7.34E-06
1;2;7.11E-05
1;2;0.000140853
1;2;-0.000122603
1;2;-6.31E-06
1;2;5.45E-08
1;2;3.65E-05
1;2;6.64E-08
1;2;-3.49E-05
1;2;-2.15E-05
1;2;-3.12E-05
1;2;3.61E-05
1;2;-1.64E-05
1;2;-1.98E-06
1;2;1.40E-05
1;2;-3.67E-06
1;2;1.59E-06
1;2;2.63E-06
1;2;2.17E-06
1;2;2.56E-06
1;2;9.50E-07
1;2;1.77E-06
1;2;1.05E-06
1;2;2.90E-06
1;2;2.20E-06
1;2;-2.02E-07
1;2;-4.13E-05
1;2;-1.27E-05
1;2;7.32E-05
1;2;0.002041944
1;2;-0.00046347
1;2;-4.58E-06
1;2;4.11E-08
1;2;3.90E-05
1;2;1.45E-07
1;2;-3.02E-05
1;2;-2.08E-05
1;2;-2.17E-05
1;2;4.57E-05
1;2;-2.52E-05
1;2;1.30E-05
1;2;-3.79E-05
1;2;-1.17E-06
1;2;1.10E-06
1;2;2.10E-06
1;2;1.76E-06
1;2;1.79E-06
1;2;5.54E-07
1;2;1.86E-06
1;2;8.37E-07
1;2;1.91E-06
1;2;1.52E-06
1;2;-6.74E-07
1;2;-1.02E-05
1;2;4.02E-05
1;2;8.14E-05
1;2;0.000765491
1;2;0.000715572
1;2;-0.024498893
1;2;1.60E-05
1;2;2.13E-09
1;2;0.019688366
1;2;0.019134321
1;2;0.01895772
1;2;0.018963111
1;2;0.019298111
1;2;0.019910041
1;2;0.018934788
1;2;0.019583653
1;2;0.000294173
1;2;-1.81E-05
1;2;-1.66E-05
1;2;-1.56E-05
1;2;-1.73E-05
1;2;-1.60E-05
1;2;-1.69E-05
1;2;-1.67E-05
1;2;-1.67E-05
1;2;-1.74E-05
1;2;1.39E-05
1;2;-6.58E-06
1;2;-6.12E-06
1;2;-4.10E-05
1;2;3.37E-05
1;2;-3.65E-05
1;2;-6.66E-05
1;2;0.026467508
1;2;-0.024522046
1;2;5.26E-06
1;2;1.70E-08
1;2;0.019535994
1;2;0.018996392
1;2;0.018809477
1;2;0.018836736
1;2;0.019153462
1;2;0.019777219
1;2;0.018818969
1;2;0.019438681
1;2;-0.000457001
1;2;-8.51E-06
1;2;-7.31E-06
1;2;-6.06E-06
1;2;-8.72E-06
1;2;-6.67E-06
1;2;-7.92E-06
1;2;-8.89E-06
1;2;-7.31E-06
1;2;-6.59E-06
1;2;1.30E-05
1;2;-3.96E-06
1;2;-7.87E-06
1;2;5.14E-05
1;2;5.45E-05
1;2;-3.21E-05
1;2;4.12E-05
1;2;0.024504126
1;2;0.025623888
1;2;0.019756479
1;2;-1.68E-05
1;2;1.17E-08
1;2;-0.299758547
1;2;-0.018910379
1;2;-0.018669465
1;2;-0.018709413
1;2;-0.019081045
1;2;-0.020739196
1;2;-0.018629252
1;2;-0.019871078
1;2;-0.000284197
1;2;-0.00018323
1;2;1.70E-05
1;2;1.49E-05
1;2;1.76E-05
1;2;1.55E-05
1;2;1.72E-05
1;2;1.64E-05
1;2;1.32E-05
1;2;1.76E-05
1;2;-1.81E-05
1;2;3.17E-05
1;2;-1.23E-06
1;2;-2.05E-05
1;2;-7.81E-07
1;2;1.33E-05
1;2;-3.39E-05
1;2;-0.021141579
1;2;-0.019427789
1;2;0.310523136
1;2;0.019652661
1;2;-8.05E-06
1;2;1.79E-08
1;2;-0.300394178
1;2;-0.018761966
1;2;-0.018533465
1;2;-0.018553847
1;2;-0.018917258
1;2;-0.020613711
1;2;-0.018492961
1;2;-0.019701945
1;2;0.000534453
1;2;-0.000119083
1;2;8.05E-06
1;2;6.45E-06
1;2;8.69E-06
1;2;6.07E-06
1;2;9.63E-06
1;2;8.42E-06
1;2;3.87E-06
1;2;7.23E-06
1;2;-5.34E-06
1;2;-4.98E-06
1;2;-6.61E-06
1;2;-7.62E-06
1;2;8.16E-06
1;2;7.33E-05
1;2;1.03E-06
1;2;-0.019407628
1;2;-0.019958892
1;2;0.301950313
1;2;0.304472987
1;2;0.019114947
1;2;-1.60E-05
1;2;-1.94E-10
1;2;-0.018887675
1;2;-0.020634141
1;2;-0.019207546
1;2;-0.019237975
1;2;-0.019248269
1;2;-0.019293429
1;2;-0.019222484
1;2;-0.018984138
1;2;-0.000265747
1;2;1.67E-05
1;2;1.90E-05
1;2;1.56E-05
1;2;1.68E-05
1;2;1.64E-05
1;2;1.64E-05
1;2;1.62E-05
1;2;1.64E-05
1;2;1.68E-05
1;2;-1.52E-05
1;2;4.07E-06
1;2;1.76E-07
1;2;1.38E-05
1;2;-1.19E-05
1;2;-1.48E-05
1;2;-9.53E-06
1;2;-0.020461859
1;2;-0.018886937
1;2;0.020210685
1;2;0.018635957
1;2;0.022624051
1;2;0.019002248
1;2;-6.52E-06
1;2;5.22E-09
1;2;-0.018729988
1;2;-0.020546217
1;2;-0.019061631
1;2;-0.019110929
1;2;-0.019093
1;2;-0.019144591
1;2;-0.019115444
1;2;-0.018828178
1;2;0.000384489
1;2;6.77E-06
1;2;1.14E-05
1;2;6.36E-06
1;2;8.33E-06
1;2;6.67E-06
1;2;6.87E-06
1;2;9.04E-06
1;2;6.62E-06
1;2;6.26E-06
1;2;-9.91E-06
1;2;-1.58E-06
1;2;5.97E-07
1;2;-1.18E-05
1;2;-8.68E-06
1;2;-2.73E-05
1;2;-1.96E-05
1;2;-0.018880634
1;2;-0.019368197
1;2;0.018636938
1;2;0.019117764
1;2;0.020318895
1;2;0.021001474
1;2;0.018954394
1;2;-1.57E-05
1;2;-8.18E-09
1;2;-0.018703743
1;2;-0.019228325
1;2;-0.03243318
1;2;-0.019245715
1;2;-0.019096617
1;2;-0.019024363
1;2;-0.019257348
1;2;-0.018833684
1;2;-0.000276657
1;2;1.65E-05
1;2;1.65E-05
1;2;3.22E-05
1;2;1.69E-05
1;2;1.67E-05
1;2;1.63E-05
1;2;1.64E-05
1;2;1.64E-05
1;2;1.71E-05
1;2;-1.86E-05
1;2;1.21E-05
1;2;-1.63E-08
1;2;1.50E-05
1;2;-9.67E-06
1;2;-9.54E-06
1;2;-4.09E-06
1;2;-0.020277699
1;2;-0.01872946
1;2;0.020024102
1;2;0.018445845
1;2;0.0205246
1;2;0.018972261
1;2;0.036205314
1;2;0.018819897
1;2;-4.38E-06
1;2;-1.34E-08
1;2;-0.018525371
1;2;-0.019056938
1;2;-0.032256397
1;2;-0.019077042
