VegPotID;SubModuleID;ParameterEstimate;Veg_Pot;Effect;Ess_groupe;qualite;drainage;vigueur;produit;type_pe;regEco;response;ntrt;mscr
1;4;0;FC1;essgroup*rid1;EPX;;;;;;2o;;;
1;4;0;FC1;essgroup*rid1;EPX;;;;;;3a;;;
1;4;0;FC1;essgroup*rid1;EPX;;;;;;3b;;;
1;4;0;FC1;essgroup*rid1;EPX;;;;;;3c;;;
1;4;0;FC1;essgroup*rid1;EPX;;;;;;3d;;;
1;4;0;FC1;essgroup*rid1;EPX;;;;;;4e;;;
1;4;0;FC1;essgroup*rid1;EPX;;;;;;4o;;;
1;4;0;FC1;essgroup*rid1;EPX;;;;;;DU;;;
1;4;0;FC1;essgroup*rid1;EPX;;;;;;SV;;;
1;4;-0.022691293;FC1;essgroup*rid1;ERR;;;;;;2o;;;
1;4;-0.457245014;FC1;essgroup*rid1;ERR;;;;;;3a;;;
1;4;-0.236267661;FC1;essgroup*rid1;ERR;;;;;;3b;;;
1;4;-0.187461027;FC1;essgroup*rid1;ERR;;;;;;3c;;;
1;4;1.170922115;FC1;essgroup*rid1;ERR;;;;;;3d;;;
1;4;0.688695473;FC1;essgroup*rid1;ERR;;;;;;4e;;;
1;4;-0.263396319;FC1;essgroup*rid1;ERR;;;;;;4o;;;
1;4;0.533931241;FC1;essgroup*rid1;ERR;;;;;;DU;;;
1;4;0;FC1;essgroup*rid1;ERR;;;;;;SV;;;
1;4;-0.187377413;FC1;essgroup*rid1;ERS;;;;;;2o;;;
1;4;-0.223983146;FC1;essgroup*rid1;ERS;;;;;;3a;;;
1;4;-0.188846737;FC1;essgroup*rid1;ERS;;;;;;3b;;;
1;4;0.123550989;FC1;essgroup*rid1;ERS;;;;;;3c;;;
1;4;1.222921714;FC1;essgroup*rid1;ERS;;;;;;3d;;;
1;4;1.404998581;FC1;essgroup*rid1;ERS;;;;;;4e;;;
1;4;0.60352095;FC1;essgroup*rid1;ERS;;;;;;4o;;;
1;4;0.219886792;FC1;essgroup*rid1;ERS;;;;;;DU;;;
1;4;0;FC1;essgroup*rid1;ERS;;;;;;SV;;;
1;4;-0.525290403;FC1;essgroup*rid1;FEN;;;;;;2o;;;
1;4;-1.067581162;FC1;essgroup*rid1;FEN;;;;;;3a;;;
1;4;-0.956439842;FC1;essgroup*rid1;FEN;;;;;;3b;;;
1;4;-0.625077441;FC1;essgroup*rid1;FEN;;;;;;3c;;;
1;4;0;FC1;essgroup*rid1;FEN;;;;;;3d;;;
1;4;0;FC1;essgroup*rid1;FEN;;;;;;4e;;;
1;4;0;FC1;essgroup*rid1;FEN;;;;;;4o;;;
1;4;0;FC1;essgroup*rid1;FEN;;;;;;DU;;;
1;4;0;FC1;essgroup*rid1;FEN;;;;;;SV;;;
1;4;-0.015941666;FC1;essgroup*rid1;FIN;;;;;;2o;;;
1;4;-0.344174396;FC1;essgroup*rid1;FIN;;;;;;3a;;;
1;4;0.378473846;FC1;essgroup*rid1;FIN;;;;;;3b;;;
1;4;0.362759578;FC1;essgroup*rid1;FIN;;;;;;3c;;;
1;4;0;FC1;essgroup*rid1;FIN;;;;;;3d;;;
1;4;0;FC1;essgroup*rid1;FIN;;;;;;4e;;;
1;4;0;FC1;essgroup*rid1;FIN;;;;;;4o;;;
1;4;0;FC1;essgroup*rid1;FIN;;;;;;DU;;;
1;4;0;FC1;essgroup*rid1;FIN;;;;;;SV;;;
1;4;0;FC1;essgroup*rid1;HEG;;;;;;2o;;;
1;4;0;FC1;essgroup*rid1;HEG;;;;;;3a;;;
